"","cow","cow_numerical","country","year","f41b","f41c","f41d","f41e","c14","a4aCIT","a4xCIT","a4aTCN","a4xTCN","f5a","f5b","b12_perm_1","b12_perm_1_name","b12_perm_2","b12_perm_2_name","b12_temp_1","b12_temp_1_name","b12_temp_2","b12_temp_2_name","b12_temp_3","b12_temp_3_name","b12_temp_4","b12_temp_4_name","b12_temp_5","b12_temp_5_name","b12_temp_6","b12_temp_6_name","b12_EUblue","b12_EUblue_name","f61b","f61c","f62b","f62c","a4a","a4x","b12mean","access","conseq","prevmeas","migsp_index"
"357","DRV",816,"Vietnam",1985,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)",".d","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".i","0","0","0","0"
"358","DRV",816,"Vietnam",1986,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)",".d","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".i","0","0","0","0"
"359","DRV",816,"Vietnam",1987,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)",".d","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".i","0","0","0","0"
"360","DRV",816,"Vietnam",1988,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)",".d","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".i","0","0","0","0"
"361","DRV",816,"Vietnam",1989,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)",".d","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".i","0","0","0","0"
"362","DRV",816,"Vietnam",1990,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)",".d","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".i","0","0","0","0"
"363","DRV",816,"Vietnam",1991,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)",".d","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".i","0","0","0","0"
"364","DRV",816,"Vietnam",1992,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"365","DRV",816,"Vietnam",1993,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"366","DRV",816,"Vietnam",1994,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"367","DRV",816,"Vietnam",1995,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"368","DRV",816,"Vietnam",1996,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"369","DRV",816,"Vietnam",1997,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"370","DRV",816,"Vietnam",1998,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"371","DRV",816,"Vietnam",1999,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"372","DRV",816,"Vietnam",2000,".b",".b","0","0","0","0","0","0","0",".b",".b",".d","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0","0","0","0","0","0"
"373","DRV",816,"Vietnam",2001,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"374","DRV",816,"Vietnam",2002,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"375","DRV",816,"Vietnam",2003,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"376","DRV",816,"Vietnam",2004,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"377","DRV",816,"Vietnam",2005,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"378","DRV",816,"Vietnam",2006,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"379","DRV",816,"Vietnam",2007,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"380","DRV",816,"Vietnam",2008,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","",".b",".b",".b",".b","0","0",".25","0","0",".0833333",".03125"
"381","DRV",816,"Vietnam",2009,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0","0","0",".25","0","0",".0833333",".0208333"
"382","DRV",816,"Vietnam",2010,".b",".b","0","0","0","0","0","0","0",".b",".b",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0","0","0",".25","0","0",".0833333",".0208333"
"383","DRV",816,"Vietnam",2011,".5",".5","0","0","0","0","0","0","0","1","1",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0","0","0",".25",".1111111",".5",".0833333",".203125"
"384","DRV",816,"Vietnam",2012,".5",".5","0","0","0","0","0","0","0","1","1",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0","0","0",".25",".1111111",".5",".0833333",".203125"
"385","DRV",816,"Vietnam",2013,".5",".5","0","0","0","0","0","0","0","1","1",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0","0","0",".25",".1111111",".5",".0833333",".203125"
"386","DRV",816,"Vietnam",2014,".5",".5","0","0","0",".5",".4","1","1","1","1",".5","Permanent Residence",".m","",".m","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0",".75",".7",".25",".1111111",".875",".55",".384375"
"387","DRV",816,"Vietnam",2015,".5",".5","0","0","0",".5",".4","1","1","1","1",".5","Permanent Residence",".m","","0","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0",".75",".7",".1666667",".1111111",".875",".5222222",".3791667"
"388","DRV",816,"Vietnam",2016,".5",".5","0","0","0",".5",".4","1","1","1","1",".5","Permanent Residence",".m","","0","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0",".75",".7",".1666667",".1111111",".875",".5222222",".3791667"
"389","DRV",816,"Vietnam",2017,".5",".5","0","0","0",".5",".4","1","1","1","1",".5","Permanent Residence",".m","","0","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0",".75",".7",".1666667",".1111111",".875",".5222222",".3791667"
"390","DRV",816,"Vietnam",2018,".5",".5","0","0","0",".5",".4","1","1","1","1",".5","Permanent Residence",".m","","0","Working Visa (DN, LĐ)","0","Temporary Residence Permit",".m","",".m","",".m","",".m","",".m","","0","0","0","0",".75",".7",".1666667",".1111111",".875",".5222222",".3791667"
"391","FIN",375,"Finland",1980,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"392","FIN",375,"Finland",1981,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"393","FIN",375,"Finland",1982,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"394","FIN",375,"Finland",1983,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"395","FIN",375,"Finland",1984,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"396","FIN",375,"Finland",1985,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"397","FIN",375,"Finland",1986,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"398","FIN",375,"Finland",1987,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"399","FIN",375,"Finland",1988,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"400","FIN",375,"Finland",1989,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"401","FIN",375,"Finland",1990,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"402","FIN",375,"Finland",1991,"1","0",".d",".d",".d","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5",".625",".6666667",".5769231"
"403","FIN",375,"Finland",1992,"1","0",".d",".d",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5357143",".625",".6666667",".5892857"
"404","FIN",375,"Finland",1993,"1","0",".d",".d",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5357143",".625",".6666667",".5892857"
"405","FIN",375,"Finland",1994,"1","0",".d",".d",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5357143",".625",".6666667",".5892857"
"406","FIN",375,"Finland",1995,"1","0",".d",".d",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5357143",".625",".6666667",".5892857"
"407","FIN",375,"Finland",1996,"1","0",".d",".d",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5357143",".625",".6666667",".5892857"
"408","FIN",375,"Finland",1997,"1","0",".d",".d",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5357143",".625",".6666667",".5892857"
"409","FIN",375,"Finland",1998,"1","0",".d",".d",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".5357143",".625",".6666667",".5892857"
"410","FIN",375,"Finland",1999,"1","0","1","1",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".6388889",".625",".6666667",".640625"
"411","FIN",375,"Finland",2000,"1","0","1","1",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".6388889",".625",".6666667",".640625"
"412","FIN",375,"Finland",2001,"1","0","1","1",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".6388889",".625",".6666667",".640625"
"413","FIN",375,"Finland",2002,"1","0","1","1",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".6388889",".625",".6666667",".640625"
"414","FIN",375,"Finland",2003,"1","0","1","1",".75","1","1",".5",".5","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".75",".5",".6388889",".625",".6666667",".640625"
"415","FIN",375,"Finland",2004,"1","0","1","1",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".6388889",".625",".7333333",".653125"
"416","FIN",375,"Finland",2005,"1","0","1","1",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".6388889",".625",".7333333",".653125"
"417","FIN",375,"Finland",2006,"1","0","1","1",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".6388889",".625",".7333333",".653125"
"418","FIN",375,"Finland",2007,"1","0","1","1",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".6388889",".625",".7333333",".653125"
"419","FIN",375,"Finland",2008,"1","0","1","1",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".6388889",".625",".7333333",".653125"
"420","FIN",375,"Finland",2009,"1","0","1","1",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".6388889",".625",".7333333",".653125"
"421","FIN",375,"Finland",2010,"1","0","1","1",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".6388889",".625",".7333333",".653125"
"422","FIN",375,"Finland",2011,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".m","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"423","FIN",375,"Finland",2012,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".5","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"424","FIN",375,"Finland",2013,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".5","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"425","FIN",375,"Finland",2014,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".5","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"426","FIN",375,"Finland",2015,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".5","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"427","FIN",375,"Finland",2016,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".5","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"428","FIN",375,"Finland",2017,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".5","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"429","FIN",375,"Finland",2018,"1","0","1",".5",".75","1","1",".5",".7","1","0","1","Permanent Workers",".m","","0","Residence Permit for an Employed Person",".m","",".m","",".m","",".m","",".m","",".5","EU Blue Card","1","0","1","0",".75",".85",".5",".5833333",".625",".7333333",".621875"
"430","FRN",220,"France",1980,"1","0","1",".d",".d","1","1",".5",".8","1","0",".m","Permanent Residency Card",".m","",".d","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".m","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".i",".8571429",".625",".9",".7923077"
"431","FRN",220,"France",1981,"1","0","1",".d",".d","1","1",".5",".8","1","0",".m","Permanent Residency Card",".m","",".d","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".m","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".i",".8571429",".625",".9",".7923077"
"432","FRN",220,"France",1982,"1","0","1",".d",".d","1","1",".5",".8","1","0",".m","Permanent Residency Card",".m","",".d","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".m","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".i",".8571429",".625",".9",".7923077"
"433","FRN",220,"France",1983,"1","0","1",".d",".d","1","1",".5",".8","1","0",".m","Permanent Residency Card",".m","",".d","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".m","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".i",".8571429",".625",".9",".7923077"
"434","FRN",220,"France",1984,"1","0","1","1","1","1","1",".5",".8","1","0","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8888889",".625",".8222222",".8104167"
"435","FRN",220,"France",1985,"1","0","1","1","1","1","1",".5",".8","1","0","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8888889",".625",".8222222",".8104167"
"436","FRN",220,"France",1986,"1","0","1","1","1","1","1",".5",".8","1","0","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8888889",".625",".8222222",".8104167"
"437","FRN",220,"France",1987,"1","0","1","1","1","1","1",".5",".8","1","0","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8888889",".625",".8222222",".8104167"
"438","FRN",220,"France",1988,"1",".5","1",".5","1","1","1",".5",".8","1","1","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8888889",".875",".8222222",".8729167"
"439","FRN",220,"France",1989,"1",".5","1",".5","1","1","1",".5",".8","1","1","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8888889",".875",".8222222",".8729167"
"440","FRN",220,"France",1990,"1",".5","1",".5","1","1","1",".5",".8","1","1","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8888889",".875",".8222222",".8729167"
"441","FRN",220,"France",1991,"1",".5","1","0",".75","1","1",".5",".8","1","1","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8055556",".875",".8222222",".8260417"
"442","FRN",220,"France",1992,"1",".5","1","0",".75","1","1",".5",".8","1","1","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".9",".6666667",".8055556",".875",".8222222",".8260417"
"443","FRN",220,"France",1993,"1",".5","1","0",".75","1","1",".5",".6","1","1","1","Permanent Residency Card",".m","",".5","Temporary Residence Card",".m","Temporary Residence Card - Employee",".m","Temporary Residence Card - Temporary Worker",".5","Multi-year Card - Seasonal Work (before 2016: Seasonal Work Permit)",".m","Multi-year Card - Talent Passport (before 2016: Residence Card 'Competencies and Talents')",".m","",".m","EU Blue Card","1","1","1","1",".75",".8",".6666667",".8055556",".875",".7555556",".8135417"
